,,,,,,,,,,,            Production            ,,,,,,,             Inventory             ,,,,,,,                                              Cards                                              ,,,,,,                        Tiles on Mars                        ,,,,,,   Terraforming    ,,,,,                                                           Other effects                                                           ,,,,,,,,
X27,Mohole Lake,3,2 Action,B,625,X4 Pro/bigbox,,,,,,,,,,,,,,,,,,,,,1,animal,any,,,,,,,0,,,,,0,,,,,,,,Add an animal to ANOTHER card.,#REF!
X28,Potatoes,1,0 Immediate,,626,X4 Pro/bigbox,,,,,2,,,,,,,,,,-2,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,Increase your M€ production 2 steps and lose 2 plants.,#REF!
X29,Sub-Crust Measurements,1,2 Action,,627,X4 Pro/bigbox,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,0,,,,,,,,Draw a card.,#REF!
X30,Topsoil Contract,2,0 Immediate,,628,X4 Pro/bigbox,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,Gain 3 plants.,#REF!
X30,Topsoil Contract,2,4 Effect/Trigger,,629,X4 Pro/bigbox,microbe,,,←,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,"When you add a microbe to any card, gain 1 M€.",#REF!
X31,Deimos Down*,2,0 Immediate,,630,X4 Pro/bigbox,,,,,,,,,,,,,4,,,,,,,,,,,,,1,,,touching no city,1,3,,,,3,,,,,,,,Raise temperature 3 steps. Place this tile ADJACENT TO NO CITY TILE. Gain 4 steel.,#REF!
X31,Deimos Down*,2,1 Immediate/Attack,,631,X4 Pro/bigbox,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,Remove up to 6 plants from any player.,#REF!
X32,Great Dam*,1,0 Immediate,,632,X4 Pro/bigbox,,,,,,,,,2,,,,,,,,,,,,,,,,,1,,,touching an ocean,1,,,,,0,,,,,,,,Increase your energy production 2 steps. Place this tile ADJACENT TO AN OCEAN TILE.,#REF!
X33,Magnetic Field Generators*,1,0 Immediate,,633,X4 Pro/bigbox,,,,,,,,2,-4,,,,,,,,,,,,,,,,,1,,,,1,,,,3,3,,,,,,,,Decrease your energy production 4 steps and increase your plant production 2 steps. Raise your TR 3 steps. Place this tile.,#REF!
X34,Asteroid Rights,4,0 Immediate,,634,X5 Pro/season1,,,,,,,,,,,,,,,,,,,,,2,asteroid,here,,,,,,,0,,,,,0,,,,,,,,Add 2 asteroids to this card.,#REF!
X34,Asteroid Rights,4,2 Action,A,635,X5 Pro/season1,,,,,,,,,,,,-1,,,,,,,,,1,asteroid,any,,,,,,,0,,,,,0,,,,,,,,Spend 1 M€ to add 1 asteroid to ANY card.,#REF!
X34,Asteroid Rights,4,2 Action,B,636,X5 Pro/season1,,,,,1,,,,,,,,,,,,,,,,-1,asteroid,here,,,,,,,0,,,,,0,,,,,,,,Spend 1 asteroid here to increase your M€ production 1 step.,#REF!
X34,Asteroid Rights,4,2 Action,C,637,X5 Pro/season1,,,,,,,,,,,,,,2,,,,,,,-1,asteroid,here,,,,,,,0,,,,,0,,,,,,,,Spend 1 asteroid here to gain 2 titanium.,#REF!
X36,Bio Printing Facility,2,2 Action,A,638,X5 Pro/season1,,,,,,,,,,,,,,,2,-2,,,,,,,,,,,,,,0,,,,,0,,,,,,,,Spend 2 energy to gain 2 plants.,#REF!
X36,Bio Printing Facility,2,2 Action,B,639,X5 Pro/season1,,,,,,,,,,,,,,,,-2,,,,,1,animal,any,,,,,,,0,,,,,0,,,,,,,,Spend 2 energy to add 1 animal to ANOTHER card.,#REF!
X35,Bactoviral Research,1,0 Immediate,,640,X5 Pro/season1,,,science tags,←,,,,,,,,,,,,,,,1,,N,microbe,any,,,,,,,0,,,,,0,,,,,,,,"Draw a card. Choose any one microbe card and add a microbe to it for each science tag you have, including this.",#REF!
X37,Harvest,1,0 Immediate,,641,X5 Pro/season1,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gain 12 M€.,#REF!
X38,Outdoor Sports,1,0 Immediate,,642,X5 Pro/season1,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increase your M€ production 2 steps.,#REF!
X42,New Partner,1,0 Immediate,,643,X6 Pro/season2,,,,,1,,,,,,,,,,,,,,1,of 2 Preludes,,,,,,,,,,,,,,,,,,,,,play that card now,,Increase your M€ production 1 step. Draw 1 of 2 Prelude cards and play it.,
X41,Merger,1,0 Immediate,,644,X6 Pro/season2,,,,,,,,,,,,-42,,,,,,,1,of 4 Corporations,,,,,,,,,,,,,,,,,,,,,play that card now,,Draw 1 of 4 corporation cards and play it. Lose 42 M€.,
X39,Corporate Archives,1,0 Immediate,,645,X6 Pro/season2,,,,,,,,,,,,13,,,,,,,2,of 7,,,,,,,,,,,,,,,,,,,,,,,Gain 13 M€. Draw 2 of 7 project cards.,
X40,Double Down,1,0 Immediate,,646,X6 Pro/season2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,copy a Prelude,,Copy your other Prelude's direct effect.,
X43,Head Start,1,0 Immediate,,647,X6 Pro/season2,,,project cards in hand,,,,,,,,,2N,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,take two actions,,"Gain 2 M€ per project card in hand, and 2 steel. Take 2 actions.",
X44,16 Psyche,1,0 Immediate,,648,X7 Pro/season3,,,,,,,2,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increase titanium production 2 steps. Gain 3 titanium.,
X45,Robot Pollinators,1,0 Immediate,,649,X7 Pro/season3,,,plant tags,,,,,1,,,,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,Increase plant production 1 step. Gain 1 plant per plant tag you have.,
SAC,Claim Milestone,1,2 Action,,650,0 Base,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,claim a milestone,,,#REF!
SAD,Fund Award,3,2 Action,,651,0 Base,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,fund an award,,,#REF!
SAD,Fund Award,3,2 Action,,652,0 Base,,,,,,,,,,,,-14,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,fund an award,,,#REF!
SAD,Fund Award,3,2 Action,,653,0 Base,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,fund an award,,,#REF!
SAF,Convert Plants,1,2 Action,,654,0 Base,,,,,,,,,,,,,,,-8,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,#REF!
SAG,Convert Heat,1,2 Action,,655,0 Base,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,0,1,,,,1,,,,,,,,,#REF!
SP00,Sell Patents,1,2 Action,,656,0 Base,,,any number > 0,←,,,,,,,,N,,,,,,,-N,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
SP11,Power Plant,1,2 Action,,657,0 Base,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
SP14,Asteroid,1,2 Action,,658,0 Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,,,,1,,,,,,,,,#REF!
SP18,Aquifer,1,2 Action,,659,0 Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,#REF!
SP23,Greenery,1,2 Action,,660,0 Base,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,,,,,,,#REF!
SP25,City,1,2 Action,,661,0 Base,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,0,,,,,,,,,#REF!
SP16,Buffer Gas,1,2 Action,,662,1 CorpEra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,,,,,,,,#REF!
SP15,Air Scrapping,1,2 Action,,663,4 VenusNext,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,1,,,,,,,,,#REF!
SAH,Trade,3,2 Action,A,664,6 Colonies,,requires available trade fleet,,←,,,,,,,,-9,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,trade,,,#REF!
SAH,Trade,3,2 Action,B,665,6 Colonies,,requires available trade fleet,,←,,,,,,,,,,-3,,,,,,,,,,,,,,,,0,,,,,0,,,,,,trade,,,#REF!
SAH,Trade,3,2 Action,C,666,6 Colonies,,requires available trade fleet,,←,,,,,,,,,,,,-3,,,,,,,,,,,,,,0,,,,,0,,,,,,trade,,,#REF!
SP17,Build Colony,1,2 Action,,667,6 Colonies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,1,,,,,,,#REF!
SAI,Lobby,2,2 Action,A,668,7 Turmoil,,using lobby delegate,,←,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,1,,,,,#REF!
SAI,Lobby,2,2 Action,B,669,7 Turmoil,,using reserve delegate,,←,,,,,,,,-5,,,,,,,,,,,,,,,,,,0,,,,,0,,,,1,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,A,670,6 Colonies,trade here,0 production,,←,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,B,671,6 Colonies,trade here,1 production,,←,,,,,,,,2,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,C,672,6 Colonies,trade here,2 production,,←,,,,,,,,4,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,D,673,6 Colonies,trade here,3 production,,←,,,,,,,,7,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,E,674,6 Colonies,trade here,4 production,,←,,,,,,,,10,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,F,675,6 Colonies,trade here,5 production,,←,,,,,,,,13,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,G,676,6 Colonies,trade here,6 production,,←,,,,,,,,17,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,,677,6 Colonies,place colony here,,,←,2,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT01,Luna,9,4 Effect/Trigger,,678,6 Colonies,ANY trade here,,,←,,,,,,,,2,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,A,679,6 Colonies,trade here,0 production,,←,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,B,680,6 Colonies,trade here,1 production,,←,,,,,,,,,2,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,C,681,6 Colonies,trade here,2 production,,←,,,,,,,,,3,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,D,682,6 Colonies,trade here,3 production,,←,,,,,,,,,4,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,E,683,6 Colonies,trade here,4 production,,←,,,,,,,,,6,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,F,684,6 Colonies,trade here,5 production,,←,,,,,,,,,8,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,G,685,6 Colonies,trade here,6 production,,←,,,,,,,,,10,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,,686,6 Colonies,place colony here,,,←,,1,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT02,Ceres,9,4 Effect/Trigger,,687,6 Colonies,ANY trade here,,,←,,,,,,,,,2,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT03,Triton,8,4 Effect/Trigger,B,688,6 Colonies,trade here,1 production,,←,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT03,Triton,8,4 Effect/Trigger,C,689,6 Colonies,trade here,2 production,,←,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT03,Triton,8,4 Effect/Trigger,D,690,6 Colonies,trade here,3 production,,←,,,,,,,,,,2,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT03,Triton,8,4 Effect/Trigger,E,691,6 Colonies,trade here,4 production,,←,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT03,Triton,8,4 Effect/Trigger,F,692,6 Colonies,trade here,5 production,,←,,,,,,,,,,4,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT03,Triton,8,4 Effect/Trigger,G,693,6 Colonies,trade here,6 production,,←,,,,,,,,,,5,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT03,Triton,8,4 Effect/Trigger,,694,6 Colonies,place colony here,,,←,,,,,,,,,,3,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT03,Triton,8,4 Effect/Trigger,,695,6 Colonies,ANY trade here,,,←,,,,,,,,,,1,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT04,Gaymede,8,4 Effect/Trigger,B,696,6 Colonies,trade here,1 production,,←,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT04,Gaymede,8,4 Effect/Trigger,C,697,6 Colonies,trade here,2 production,,←,,,,,,,,,,,2,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT04,Gaymede,8,4 Effect/Trigger,D,698,6 Colonies,trade here,3 production,,←,,,,,,,,,,,3,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT04,Gaymede,8,4 Effect/Trigger,E,699,6 Colonies,trade here,4 production,,←,,,,,,,,,,,4,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT04,Gaymede,8,4 Effect/Trigger,F,700,6 Colonies,trade here,5 production,,←,,,,,,,,,,,5,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT04,Gaymede,8,4 Effect/Trigger,G,701,6 Colonies,trade here,6 production,,←,,,,,,,,,,,6,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT04,Gaymede,8,4 Effect/Trigger,,702,6 Colonies,place colony here,,,←,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT04,Gaymede,8,4 Effect/Trigger,,703,6 Colonies,ANY trade here,,,←,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT05,Callisto,8,4 Effect/Trigger,B,704,6 Colonies,trade here,1 production,,←,,,,,,,,,,,,2,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT05,Callisto,8,4 Effect/Trigger,C,705,6 Colonies,trade here,2 production,,←,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT05,Callisto,8,4 Effect/Trigger,D,706,6 Colonies,trade here,3 production,,←,,,,,,,,,,,,5,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT05,Callisto,8,4 Effect/Trigger,E,707,6 Colonies,trade here,4 production,,←,,,,,,,,,,,,7,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT05,Callisto,8,4 Effect/Trigger,F,708,6 Colonies,trade here,5 production,,←,,,,,,,,,,,,10,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT05,Callisto,8,4 Effect/Trigger,G,709,6 Colonies,trade here,6 production,,←,,,,,,,,,,,,13,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT05,Callisto,8,4 Effect/Trigger,,710,6 Colonies,place colony here,,,←,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT05,Callisto,8,4 Effect/Trigger,,711,6 Colonies,ANY trade here,,,←,,,,,,,,,,,,3,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,A,712,6 Colonies,trade here,0 production,,←,,,,,,,,,,,,,2,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,B,713,6 Colonies,trade here,1 production,,←,,,,,,,,,,,,,3,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,C,714,6 Colonies,trade here,2 production,,←,,,,,,,,,,,,,4,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,D,715,6 Colonies,trade here,3 production,,←,,,,,,,,,,,,,6,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,E,716,6 Colonies,trade here,4 production,,←,,,,,,,,,,,,,8,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,F,717,6 Colonies,trade here,5 production,,←,,,,,,,,,,,,,10,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,G,718,6 Colonies,trade here,6 production,,←,,,,,,,,,,,,,13,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,,719,6 Colonies,place colony here,,,←,,,,,,1,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT06,Io,9,4 Effect/Trigger,,720,6 Colonies,ANY trade here,,,←,,,,,,,,,,,,,2,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,A,721,6 Colonies,trade here,0 production,,←,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,B,722,6 Colonies,trade here,1 production,,←,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,C,723,6 Colonies,trade here,2 production,,←,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,D,724,6 Colonies,trade here,3 production,,←,,,,,1,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,E,725,6 Colonies,trade here,4 production,,←,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,F,726,6 Colonies,trade here,5 production,,←,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,G,727,6 Colonies,trade here,6 production,,←,,,,1,,,,,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,,728,6 Colonies,place colony here,,,←,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,#REF!
CT07,Europa,9,4 Effect/Trigger,,729,6 Colonies,ANY trade here,,,←,,,,,,,,1,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT08,Pluto,8,4 Effect/Trigger,B,730,6 Colonies,trade here,1 production,,←,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT08,Pluto,8,4 Effect/Trigger,C,731,6 Colonies,trade here,2 production,,←,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT08,Pluto,8,4 Effect/Trigger,D,732,6 Colonies,trade here,3 production,,←,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT08,Pluto,8,4 Effect/Trigger,E,733,6 Colonies,trade here,4 production,,←,,,,,,,,,,,,,,,3,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT08,Pluto,8,4 Effect/Trigger,F,734,6 Colonies,trade here,5 production,,←,,,,,,,,,,,,,,,3,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT08,Pluto,8,4 Effect/Trigger,G,735,6 Colonies,trade here,6 production,,←,,,,,,,,,,,,,,,4,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT08,Pluto,8,4 Effect/Trigger,,736,6 Colonies,place colony here,,,←,,,,,,,,,,,,,,,2,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT08,Pluto,8,4 Effect/Trigger,,737,6 Colonies,ANY trade here,,,←,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,0,,,,,,discard 1,,,#REF!
CT09,Miranda,8,4 Effect/Trigger,B,738,6 Colonies,trade here,1 production,,←,,,,,,,,,,,,,,,,,1,animal,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT09,Miranda,8,4 Effect/Trigger,C,739,6 Colonies,trade here,2 production,,←,,,,,,,,,,,,,,,,,1,animal,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT09,Miranda,8,4 Effect/Trigger,D,740,6 Colonies,trade here,3 production,,←,,,,,,,,,,,,,,,,,2,animal,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT09,Miranda,8,4 Effect/Trigger,E,741,6 Colonies,trade here,4 production,,←,,,,,,,,,,,,,,,,,2,animal,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT09,Miranda,8,4 Effect/Trigger,F,742,6 Colonies,trade here,5 production,,←,,,,,,,,,,,,,,,,,3,animal,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT09,Miranda,8,4 Effect/Trigger,G,743,6 Colonies,trade here,6 production,,←,,,,,,,,,,,,,,,,,3,animal,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT09,Miranda,8,4 Effect/Trigger,,744,6 Colonies,place colony here,,,←,,,,,,,,,,,,,,,,,1,animal,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT09,Miranda,8,4 Effect/Trigger,,745,6 Colonies,ANY trade here,,,←,,,,,,,,,,,,,,,1,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT10,Enceladus,8,4 Effect/Trigger,B,746,6 Colonies,trade here,1 production,,←,,,,,,,,,,,,,,,,,1,microbe,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT10,Enceladus,8,4 Effect/Trigger,C,747,6 Colonies,trade here,2 production,,←,,,,,,,,,,,,,,,,,2,microbe,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT10,Enceladus,8,4 Effect/Trigger,D,748,6 Colonies,trade here,3 production,,←,,,,,,,,,,,,,,,,,3,microbe,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT10,Enceladus,8,4 Effect/Trigger,E,749,6 Colonies,trade here,4 production,,←,,,,,,,,,,,,,,,,,4,microbe,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT10,Enceladus,8,4 Effect/Trigger,F,750,6 Colonies,trade here,5 production,,←,,,,,,,,,,,,,,,,,4,microbe,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT10,Enceladus,8,4 Effect/Trigger,G,751,6 Colonies,trade here,6 production,,←,,,,,,,,,,,,,,,,,5,microbe,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT10,Enceladus,8,4 Effect/Trigger,,752,6 Colonies,place colony here,,,←,,,,,,,,,,,,,,,,,3,microbe,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT10,Enceladus,8,4 Effect/Trigger,,753,6 Colonies,ANY trade here,,,←,,,,,,,,,,,,,,,,,1,microbe,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT11,Titan,8,4 Effect/Trigger,B,754,6 Colonies,trade here,1 production,,←,,,,,,,,,,,,,,,,,1,floater,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT11,Titan,8,4 Effect/Trigger,C,755,6 Colonies,trade here,2 production,,←,,,,,,,,,,,,,,,,,1,floater,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT11,Titan,8,4 Effect/Trigger,D,756,6 Colonies,trade here,3 production,,←,,,,,,,,,,,,,,,,,2,floater,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT11,Titan,8,4 Effect/Trigger,E,757,6 Colonies,trade here,4 production,,←,,,,,,,,,,,,,,,,,3,floater,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT11,Titan,8,4 Effect/Trigger,F,758,6 Colonies,trade here,5 production,,←,,,,,,,,,,,,,,,,,3,floater,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT11,Titan,8,4 Effect/Trigger,G,759,6 Colonies,trade here,6 production,,←,,,,,,,,,,,,,,,,,4,floater,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT11,Titan,8,4 Effect/Trigger,,760,6 Colonies,place colony here,,,←,,,,,,,,,,,,,,,,,3,floater,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
CT11,Titan,8,4 Effect/Trigger,,761,6 Colonies,ANY trade here,,,←,,,,,,,,,,,,,,,,,1,floater,any,,,,,,,0,,,,,0,,,,,,,,,#REF!
PMAR,Mars First,2,0 Immediate,,762,7 Turmoil,,,building tags,←,,,,,,,,N,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PMAR,Mars First,2,4 Effect/Trigger,,763,7 Turmoil,tile on Mars,,,←,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PSCI,Scientists,2,0 Immediate,,764,7 Turmoil,,,science tags,←,,,,,,,,N,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PSCI,Scientists,2,2 Action,,765,7 Turmoil,,IF unused this gen,,←,,,,,,,,-10,,,,,,,3,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PUNI,Unity,2,0 Immediate,,766,7 Turmoil,,,E/J/V tags,←,,,,,,,,N,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PUNI,Unity,2,6 Effect/Resource,,767,7 Turmoil,payment that accepts titanium,,titanium spent,←,,,,,,,,N,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,Your titanium resources are worth 1 M€ extra.,#REF!
PGRE,Greens,2,0 Immediate,,768,7 Turmoil,,,P/M/A tags,←,,,,,,,,N,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PGRE,Greens,2,4 Effect/Trigger,,769,7 Turmoil,greenery tile,,,←,,,,,,,,4,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PRED,Reds,2,0 Immediate,,770,7 Turmoil,,IF TR lowest (solo: <=20),,←,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,1,1,,,,,,,,,#REF!
PRED,Reds,2,4 Effect/Trigger,,771,7 Turmoil,TR,,,←,,,,,,,,-3,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PKEL,Kelvinists,2,0 Immediate,,772,7 Turmoil,,,heat production,←,,,,,,,,N,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
PKEL,Kelvinists,2,2 Action,,773,7 Turmoil,,,,,,,,,1,1,,-10,,,,,,,,,,,,,,,,,,0,,,,,0,,,,,,,,,#REF!
